mtime,AU,BD,BN,BQ,CP,CZ,DP,DZ,EM,EO,EP,ES,FM,FN,FZ,GM,GN,GO,GR,HI,HY,IZ,LU,N,NO,NZ,QT,QY,R,RU,RY,SY,UW,X,XY
2021-11-15T16:35,4721474,4470612,2871759,4610057,2846262,1553984,3382418,4021245,4302688,3782328,3511319,3420413,3639071,4227588,3330591,4802852,3445309,4103647,4587557,3230418,3060209,3454914,4569018,3887145,2880532,3170824,4442396,3239622,3872846,3416413,3133759,3917828,3128106,4244382,3057129
2021-11-15T16:40,3963995,2641136,3439208,1781906,3748155,3432143,3300914,4093724,4407087,3596162,4013125,3746021,4498548,3536205,3139523,4282270,3897361,3721359,4468758,2816176,4084274,3624068,2980934,4182722,3497369,3908623,4293390,3173781,3825337,3334808,3420852,4795540,2994937,4240096,4939864
2021-11-15T16:45,3061835,3657963,3132535,2392843,4265541,3142291,3908840,5082974,3972044,3081940,2965690,4188062,3229788,3874953,4334433,4054460,3775594,3793533,3527182,2277008,4126740,3150055,1998117,3771463,3535089,4822195,2491688,3630454,2928445,5046304,3526968,3763401,2363005,4446038,3260625
2021-11-15T16:50,3261109,4481233,3929420,3072990,4570087,3657714,3693777,2690819,3350752,4347678,3469571,3990496,3739079,3223737,3998475,4097882,4242118,4067064,3220914,3707357,3855076,4193221,2287637,3787418,3401128,3418760,3525076,3678394,3271183,4007699,3536108,2710479,2333675,2850068,3773633
2021-11-15T16:55,2042592,2842992,3256566,3084306,4344450,3560951,4272811,3788460,4713901,4041074,2442827,3668374,3013442,2981158,3989101,5137549,3438222,3670877,3804395,4572558,4335184,3098556,1962023,3966592,3477701,4368716,3396742,1661225,4013953,3418460,4001203,3889296,2639494,3767655,2349754
2021-11-15T17:00,3649666,6128664,3922120,2119643,3317955,3059474,2171326,4880976,3960483,4793010,3760163,2900636,5561925,4159699,1838798,4595859,3503123,5400706,4823824,2776705,3390499,3089199,4924312,3347501,2794346,4789072,3149105,2878952,4728116,4970852,4210666,2971130,3640237,2843735,2948078
2021-11-15T17:05,3708873,3565726,4049113,3856891,2981304,2888188,3831507,4483407,3309630,4155387,2987432,4225756,4755516,3066157,4670456,3980440,3146186,3788614,3637514,4304472,4042669,3785899,3572344,4182587,3068998,3492085,2584305,3756458,3408891,3266244,2957376,3972214,4499212,4345177,4156793
2021-11-15T17:10,3970929,3014872,2489460,4952999,3989059,3257529,2747475,3496184,3483851,4294923,2631746,4535880,3292074,2636650,5227417,6249634,4183946,3545401,3936254,2141709,2864951,4820700,4322478,4756884,2362443,4892861,5665583,4483490,3206979,3981030,3996398,4621789,3230996,3537092,3286242
2021-11-15T17:15,5139662,4209031,2807378,3250853,3635182,1788415,4306815,3124564,4853686,4155129,3738076,2793600,2406361,3750082,2994813,2974815,3748569,3256365,4577037,3823676,3348779,2996924,3071293,3169890,3018023,4442122,2839937,3658676,3248462,4548068,3843103,3845151,2777437,3892465,3534019
2021-11-15T17:20,3980044,4906987,2440601,2250166,5447127,3095545,3945160,3223158,2722112,4983340,3950494,4069658,3436133,4348451,4761883,3797840,4008751,4949832,4676261,2502890,3826145,4285462,3350116,4972354,2500180,3881325,3727929,2448680,3741453,4967433,3080332,3860249,1665293,2976370,4458221
2021-11-15T17:25,4072395,2667288,4008721,2682262,4886935,3357953,2574188,3076907,4750842,3160022,2825869,2509374,3605292,2540608,3189467,4914289,3299139,4196054,4382826,3215911,3761861,3134119,3862774,3320190,3964784,3550957,2839477,2943357,2887962,3329643,3683196,4006765,3174155,3949507,3397207
2021-11-15T17:30,3038346,3383273,3047170,2239338,2162194,3503020,3202030,3406127,3843659,4172155,2463486,2622226,2291753,2358938,1765075,3579662,3313180,4456387,4790139,5486650,3025970,3568155,2381263,3068412,2549580,2793570,3675067,2774643,3409364,4641882,3916616,4108566,3139906,4620859,3265951
2021-11-15T17:35,3876759,4503688,3185705,1630564,3228477,3610427,3365217,3196118,4567774,4663524,2851805,2567202,3164550,2725062,4169454,2803784,4513253,3984760,3250391,3090979,3534824,3510026,2738037,4665584,3772044,3510566,2586062,4885304,2719073,4068669,5647760,4872510,3916306,3106224,3157114
2021-11-15T17:40,4180460,3821641,3554816,4134609,4320038,3631146,3821472,2527008,4508798,4682753,2416583,2904749,4586370,3661790,2635223,3658207,2594827,5863874,3088701,4389657,5133162,4532088,3441992,5672197,2974978,4658434,3818287,3657739,3459489,3611392,4241486,4000764,2807640,3417339,3133641
2021-11-15T17:45,3316323,3126626,3358006,2896935,2930176,2208249,3061772,3204942,2077015,2656322,2401805,3268173,5098159,2847126,5807772,4632960,3017057,3701926,4534796,3204758,2164046,3398921,3297671,4378398,3507762,4729880,5031160,3168218,5823216,4365075,3932872,4268319,3765275,3224309,6009351
2021-11-15T17:50,3719749,5133141,4262911,3116309,3773432,3821501,2089222,3899834,3632249,4180742,2616493,3445613,3375560,2198368,2990649,4195252,2719041,3341961,4197779,3130171,3909182,3613521,3306887,3799756,3766681,3926266,2908727,3043549,2875174,4787614,2507989,3683234,2944811,2917344,4152742
2021-11-15T17:55,4275304,5275397,3770092,3250556,3740952,4515532,2170471,3081629,3147340,3911581,2847341,3114692,5430469,3655430,3424704,4113159,4229581,4396503,4564760,2510955,5292240,3221502,4523803,4408177,1807001,3500229,2412328,2667458,3715185,4568388,4086330,2557001,2926957,4484327,3068758
2021-11-15T18:00,5591702,3762623,3927158,3684991,3936793,1834780,3410344,3457182,3653737,4356360,2786065,3150797,3846870,2906477,3200203,4746866,2429812,4541423,4453440,2956583,3922343,3168651,2567326,4806733,3632118,3667803,2729184,3344534,4249147,4097582,3566464,4116678,2594839,3428545,4688824
2021-11-15T18:05,4475752,4012665,2737257,3536575,4044194,4422952,3452480,2519485,3521777,3699346,3824036,4441336,4519994,3170594,3346085,4060641,3809992,3525098,2847980,4600467,4195113,4309705,4819333,3315776,3755910,3481987,3165266,3229008,3548289,3674634,3006558,4021378,2585222,3092169,3592160
2021-11-15T18:10,4557176,3469564,3151838,2230607,4250522,3909763,4268688,4246366,3788022,4490300,2954216,3684557,3489996,5808244,3138111,3443307,3780937,3868205,5014849,3756863,3403683,3588312,3844083,4525828,2376592,4247567,4435702,3621358,4260196,3705572,3372214,4425393,3806593,5351274,3810596
2021-11-15T18:15,3432792,4251246,4135870,3662988,5766905,2858282,2917731,3662753,3718653,3531670,2696388,3459714,4324145,3484363,4863706,4362692,3915851,5606337,4555947,4259427,3205100,3198916,2804856,4284334,2614200,3872422,2818374,3290368,3518198,4763618,3701813,4037039,3096227,3119061,3358827
2021-11-15T18:20,3637664,4640521,3663871,3246125,2921940,2781278,5306479,2812631,5197862,5486535,3465163,3338321,3161291,3230076,4517097,3271612,3956626,4093490,2737462,3282078,3817084,3984138,3150303,3684949,2905633,5009170,3555388,3324228,4057651,3559710,2578934,3363162,2815736,2832639,4009768
2021-11-15T18:25,4666813,4291082,2163413,2356655,3903993,3465882,2819697,4136930,3623049,3812113,4352120,4172611,2532215,4885159,3019980,4260670,3528497,6187902,4645810,4218683,3414962,4384148,2883284,4735568,3392743,3485802,2072198,4766285,3540592,4213215,4423519,4317847,2911642,3678653,2922067
2021-11-15T18:30,4024640,2979204,3529759,4144752,2907083,3959932,4353542,3601524,3866061,4654921,6106020,3553741,4981152,3098941,3602724,2867520,4830939,3214634,4023374,3784720,3337205,3467871,4171182,4305244,2967500,3737745,3502156,2572771,4546460,3715191,4691623,2531116,3593725,3525902,2937338
2021-11-15T18:35,2592710,4095537,4556117,3082838,4158317,3691565,2610256,2859737,3664251,4358130,3585041,3983944,4230061,3564516,3815749,3962780,4736315,2338362,2774266,2831889,3949592,4042632,3916357,4257940,4198211,1877013,5036103,4216932,4113110,3024599,4271715,3936028,2625110,4284644,2749060
2021-11-15T18:40,3430141,5411975,3761076,2940081,3317879,2595278,4940411,2703033,4303224,5912260,3163925,2257682,3472244,4700887,3473158,4169545,3909042,3466811,3947546,4989136,3751733,4188955,3116181,4393773,3595710,2737150,3703918,1858567,4294141,5842529,4301194,2942304,3322264,2259888,4383432
2021-11-15T18:45,2667045,3524025,2525131,3087022,3409591,3862870,3834619,2628550,3237559,4165462,3923409,3571113,3970301,3940836,3512305,4520247,3539269,4732227,3308331,4263512,3288831,3464860,4242471,3851497,2831005,4165287,3406568,2801741,4016030,3903381,4775764,4610069,2232082,5009248,4042302
2021-11-15T18:50,3610026,3186539,4679364,3161586,2547816,3509722,3713617,2553068,3216288,4515832,2703744,3659159,3554675,3472006,3245852,3836119,3354909,4910105,2524590,3738620,2555672,4599556,3576419,4177875,3633320,3219976,2340873,3169402,4753113,5544967,3605722,3915204,3003633,3367600,3907999
2021-11-15T18:55,3472974,5012001,3672895,3088189,4209784,2930209,3693363,3614738,4081605,4224051,3263620,3001407,2495570,4543639,4214773,3856033,3869157,4644487,4166213,3080827,2526722,4598626,3364725,5444452,3240226,3667644,3589883,4454853,3532728,4250182,3139581,4396791,4091868,3750940,4166063
2021-11-15T19:00,2832290,4928178,3971326,3428310,4097870,2951831,3860955,3425985,3311470,4988708,5642967,2928636,4823627,3470970,5141303,3907715,3487357,3628006,4005903,3165786,4203795,3674534,3427915,4638349,4334843,3754190,4174841,3411902,2809042,3233888,3180144,2898438,1860231,3218226,3675192
2021-11-15T19:05,3665753,4172357,3393425,2631044,4378179,4749608,2811128,2706567,1893618,3319352,3199217,2538497,3044114,4044953,4212557,3440322,3719564,4283391,3507001,3012049,4024400,3650590,2952937,4139779,2574862,3470965,2490811,3554442,3393684,4213340,2798171,4349924,2812171,2622795,3023367
2021-11-15T19:10,2592687,2487000,3881947,3579971,4156584,3237353,3505844,2921323,4236489,3639024,4011907,3270778,5373819,2611443,2452573,2799286,4062040,3770937,4021793,4321484,5433167,2948288,3714346,5410123,2415312,3997669,3000147,2776736,2606821,3323230,3033860,3023824,4149112,3895884,3989419
2021-11-15T19:15,3530898,5740845,2475946,2607840,4855425,2875905,2672145,3535767,4093265,3449016,3203988,4251042,3406109,3924233,2543754,5668598,2398506,3466274,4388316,5083770,2951942,4184737,3721110,3410743,3244315,4342887,4056518,3852767,5132089,4589682,5257013,4006639,3790283,3397746,5261326
2021-11-15T19:20,3751208,3216069,3735979,3581892,3436211,2871603,4543740,3878632,4098320,5155344,3513376,2758272,2692272,2338817,3536278,4680666,4634921,2666363,4447688,3900597,4315336,3975220,3764800,3368090,2288274,4721277,3723727,3723893,3872740,5515564,4758587,2212754,3458993,4133227,3155658
2021-11-15T19:25,4190136,4051042,2154897,3495900,3382441,2960858,2909297,4276142,3131122,5721821,3260148,2893212,3244867,3990457,4206538,3752675,2777374,3639300,2973833,3144221,3172588,2705919,3133445,3932566,2306112,3411861,3954640,2439515,4284032,3638191,4019106,2036772,3346464,2585302,3553986
2021-11-15T19:30,3789278,4873398,3356629,3658444,5017609,3578144,5535652,3894861,3855404,4870256,4084913,2262624,2795422,3324557,3945512,3488027,3405214,3664729,4693627,2602683,3280631,3268202,4289822,4048593,4160427,3321890,3998763,3753682,4673022,4047178,2583945,5068038,2124035,2843502,4414659
2021-11-15T19:35,2525112,4309346,4126348,3238415,5082810,4504070,4181527,3341255,3108307,3987637,3751110,3562103,4032580,1731693,4491951,4088731,4449907,4840927,5239032,3261103,3476753,4538572,2789712,2666436,3102036,4253620,3146473,3413751,4534890,2450940,3291084,3246471,3828239,2589337,3151060
2021-11-15T19:40,4385882,4266498,4537420,3038263,3619450,3231554,2375438,3636604,4578202,4169150,2260081,3828295,3566572,4472215,4620847,5327752,3414196,2290525,5774457,3608306,2932424,2798695,3072507,5323392,2425670,4134267,3310991,3303652,4243643,2042296,3715719,4498838,2689720,3091077,3862959
2021-11-15T19:45,4041988,3962736,3957975,3367142,3935515,2864305,2991639,2044860,4215488,3871011,3506660,2015092,3750851,4140563,3402508,3712748,3103430,3919633,3932762,2800173,4236012,3354930,3816734,3757289,3779488,4720407,4113390,2865376,4823175,4964479,2750448,4152473,2252067,3331556,3562142
2021-11-15T19:50,5081307,4767600,4840143,2118599,3366863,2957668,3634084,3064122,2928486,2516503,4259784,3189667,3543478,3137573,2827116,4598017,2454870,3172412,2670941,4501015,4089714,2496665,2477100,2688353,3149205,4762580,3295904,2211107,3612632,4373676,5310979,3537694,2544586,2509203,2652421
2021-11-15T19:55,3821255,5672621,3080656,2142850,4334165,4192501,4038108,5038989,4267339,4270251,3267124,3608451,3442562,2684260,4327707,4040573,3656216,3704178,3284224,4980125,3607337,3681786,2290534,4190690,4090448,2031144,3987361,2968722,5160201,5366328,4352646,4108840,3790971,3206470,3372539
2021-11-15T20:00,4456467,3249328,2869246,3157674,3596012,3760704,3097259,3978929,3845213,3497897,1897414,3208442,4796738,3941797,3909931,3969198,2653176,3696152,4933228,5249464,3329253,3566575,3400590,5124577,2741857,4210544,3097731,2924682,2276339,3938035,2794362,2547949,2587190,5463059,3134431
2021-11-15T20:05,3583166,3622784,3341689,3270729,3784997,3231287,2858924,2969265,2611680,3513113,2865490,3921107,3188505,3226837,4653681,3704560,3855790,4244347,4159274,2946159,2717723,3787612,2910996,3530610,2830163,3489208,2230274,4086913,3377879,3451567,4112340,3873339,2866664,3991053,3927438
2021-11-15T20:10,3668621,4066039,5046447,3090560,2642846,2572927,3176155,3095256,3159461,4764739,3409537,3779022,4461586,3557602,3446280,2952963,2636837,3535395,4276614,3889565,4385092,2722642,4106244,4137685,4437951,3214872,2858586,2388851,3615471,3243889,2911299,4258152,3790415,3365616,4125887
2021-11-15T20:15,3550567,4915211,3360028,3918956,4306512,4348487,4240558,2804236,3217642,4347848,5585724,3145187,4089042,2526662,4305126,4166295,3503028,4462911,4566896,4379355,2266562,3152171,3981817,4347053,2937520,3161951,2976331,3634412,2785828,3432074,2723772,3314888,3069463,3025603,4457255
2021-11-15T20:20,4501721,3263256,3782170,4381506,4323747,2115748,3018274,3874133,3779796,2893472,2499289,3166673,4048455,3059017,4145104,4787819,3571714,4304066,3393667,2475318,3902869,5115217,1250992,3672137,2451323,3749848,2247020,3080277,4372439,3341721,6033735,3324258,1628845,3108131,3932467
2021-11-15T20:25,2890942,4230804,3527400,2541741,3755637,3856200,5019905,2849429,4402152,4489900,3294996,4953225,3396453,2851421,4768748,4976018,3710031,3066446,5098047,2750112,4516442,3496298,3340552,3657972,2640926,4248593,2388551,3222290,4854855,5488322,3339103,4410038,1998255,3147299,3641594
2021-11-15T20:30,3097178,2811180,3116474,2613812,3166030,2917243,3932799,2390820,3647167,2884224,3746991,3527719,3657326,2229515,2055102,4221029,5188196,4825508,3833180,2328207,3287145,2848228,3269773,4932183,1851358,4657385,3178965,4155254,3397555,4015108,4243901,2893601,3495020,3893971,3865842
2021-11-15T20:35,4904264,3815869,3670606,3205336,3336517,3004276,3922056,3049858,3645660,4664651,2422377,6156969,4417938,3318141,3757309,4312702,4174459,2863602,3243938,2635234,3528938,4200608,4565101,2825800,3388401,2970614,3951719,3326572,4257635,3846306,3491200,3121668,2271878,3735114,3338958
2021-11-15T20:40,3984390,4847608,2543814,3055664,2724218,2765370,5060900,2294502,4456174,3292963,2696926,3076006,3719957,4733148,3784069,4844970,3038516,3871639,3862080,2127690,3994739,3647545,2925874,4659982,2793603,3567297,4497814,3240656,3224164,2404320,4858009,5594681,3250422,4211245,4102461
2021-11-15T20:45,3574689,2940796,5264645,4652123,3818834,3215150,3210437,2834878,3655307,4080955,3478112,2595520,3248542,2577725,3873165,4462401,3172331,4418342,3964075,2428064,4229710,3762577,4153158,3418204,3524434,3500263,4368710,3281706,3674085,3070605,3678781,4277342,3027204,3483717,3568851
2021-11-15T20:50,3807261,4265783,4182380,3687111,3323552,2952086,4490759,3183480,4256517,3452460,4544465,3267237,2722831,3905995,4281364,4310880,2600118,3612790,3907339,2375339,4756271,3100084,2729363,5213262,2835370,3101508,1927766,3000020,2823955,3689328,3105538,3930802,3688657,3664589,3359037
2021-11-15T20:55,3456959,3633557,3443216,1555763,3944905,2859042,3500768,3423796,2922249,4259562,2884383,3536224,4148537,3303724,3590942,2839639,3243309,4504110,3659098,2271480,3745855,4335397,3513583,4324823,4897696,4364981,3699451,3559312,4197167,4312393,3633416,2877266,3352755,3656196,2216142
2021-11-15T21:00,2784467,3116392,3387091,3350925,3846755,3247757,3336517,3989568,3505695,4522599,2431360,3115413,3441101,3059382,5145287,4978064,2727632,2368684,4667076,4010801,4610905,4084436,4756609,2889831,4435461,3211170,4058995,4316759,3149457,4068796,1547968,3477282,2160420,4079818,3246718
2021-11-15T21:05,3121646,5390598,4392684,3740503,4487098,3640536,4126172,3378500,3726786,4030337,2303290,3479574,3623701,2744814,4897421,2922456,2962373,3192077,4927205,2627403,3085712,4337493,2780085,3498123,4810798,3127957,3257836,4301806,3070745,3283808,4369564,4650104,2964564,4234031,3237871
2021-11-15T21:10,4609611,3251713,2603444,3571898,3408635,3708159,3490833,3303889,3965252,4742837,2742482,3906855,2085544,2739881,3569507,3975195,4984006,4269942,4162553,4846346,4334189,3513428,5096626,4183048,2687467,3895628,3303651,2590197,3358597,4593354,3257135,3502052,2946605,3493569,2116831
2021-11-15T21:15,4464234,4063494,5024955,4481758,4474115,3786977,4185833,2970004,4929121,2786394,2920840,3899559,2705570,3530033,3756436,3969278,4555760,3803373,4500516,3518567,3937052,3141477,2767030,3654585,2647087,3020755,3445579,3043553,2987491,3229046,2390558,3538084,3101450,3866908,3353600
2021-11-15T21:20,3292669,4554725,4261521,2615294,2788916,3031699,2258010,3901352,3856517,2968119,4287734,4360779,3418302,3891273,3324205,4349896,4920967,5611824,4726734,3513274,2573177,3438502,3005373,4580308,2332009,4311521,3797694,2965004,3643251,4571389,5008013,3654795,4072090,4125947,2144613
2021-11-15T21:25,4707205,5079111,3217480,2374362,4714220,3344829,4532361,3145967,4010368,2090724,3554140,3035017,3657564,2364089,2884102,4590703,3907735,4756612,4507135,3435025,4054399,4007623,3474167,4026134,1093225,4408327,3696462,3352880,3920992,4261217,3669248,5394968,1693685,3363289,3759635
2021-11-15T21:30,3699124,4562228,3985509,2796893,4977676,3316426,3600953,2470718,4190963,5060253,3787548,3219453,3764178,2410922,2957483,2288293,3839875,2972311,3944372,2355373,4845361,4263116,4376759,2778598,3165724,3854766,4330295,2154484,3616607,3095278,4562310,3909052,2885040,3101088,3335156
2021-11-15T21:35,4939915,3941818,4228837,2833704,3457015,2637422,3354316,3760422,3149943,2796470,3700428,4650894,3828886,4516115,2121543,4369668,3758613,5038441,3382036,1988564,3301535,4940619,3250230,3186662,2891242,3917736,4298886,2586279,3522093,3688500,2291637,4526150,4044500,4718619,2929281
