mtime,AG,AH,AK,BR,BY,DG,DK,DZ,FH,FX,G,GR,GX,HI,HP,HQ,JN,JW,LQ,LR,MR,MV,OR,OT,OW,PS,PV,QZ,S,SZ,TW,UV,UX,UY,WY
2021-11-13T21:30,3490029,2885324,2920371,3666100,3702664,3987644,5398750,3884667,3204163,3730346,2402380,3854918,4085241,4125790,4146109,3432873,3445489,3663021,3049879,4189165,3200840,4826567,4014155,4442234,2914438,2561583,5128410,4286523,3952086,2686213,3829293,3116721,3653740,4054422,3899665
2021-11-13T21:35,4089072,2948240,2366549,5289023,5042374,4723742,4382779,3406438,5440431,3186883,4767303,2947235,5225184,4782804,3519009,4723840,4474981,3442496,3563615,3107133,3546835,3423698,2676643,3845356,3971485,3936544,3322605,3436048,3714270,2119311,2806889,2670459,4495804,2637024,4815470
2021-11-13T21:40,4510338,3334526,3322224,5100385,3748686,3451340,4745934,2753169,3696119,3067303,3708769,4136199,4241288,3606910,3582243,4682218,4165172,2621390,3084664,4157013,4756868,4181753,3452103,3219555,6549913,2945254,3817196,1869476,4295262,2853221,4010972,4405181,4298168,3486431,3480290
2021-11-13T21:45,4083198,3508144,1999165,3966146,3769230,2017852,3159097,3674442,4713627,4415068,3070007,4300362,4546507,2895120,2682754,3611457,3148137,3413799,3435929,4697448,4509496,3279781,1779536,3490316,4968191,3174541,5237165,2795230,5206701,3317458,3630537,3892070,3844380,3983417,4555489
2021-11-13T21:50,3604731,2293518,2506422,2125893,3662558,2645278,4940593,3163988,4967081,3586845,4109957,3267552,2521941,4662143,4054573,4341800,4810845,3776436,3453027,2814258,4400209,4437188,4778146,2908864,4528944,3411766,5164500,3778685,2684786,2228521,2897497,3344624,4171846,2361601,4448287
2021-11-13T21:55,3603415,2622601,4245402,3910999,3063897,2259370,4302724,3261835,3959248,3464560,3898574,3170383,4409537,4634232,4367630,3301946,3453685,3341850,3698486,3122027,3698614,3841335,3400571,3155864,2678132,4836973,3063876,3320338,4008840,3229184,3948249,3451775,3838350,4035325,3730290
2021-11-13T22:00,3047207,3774512,3927681,5190298,2444443,3296772,2337618,3212464,3256729,3800754,2656109,3981382,4876128,3967741,4800715,3466523,4669308,4843833,2908611,4104263,3539591,5123548,3163921,3459361,4579248,2676313,5112787,4287134,3750695,2973083,2992928,4009160,4613137,4532932,2850878
2021-11-13T22:05,3352550,3367442,4062098,2123648,4736309,2181917,5230233,2847030,3671092,3604155,4569224,3937933,3750565,3348304,3221221,3473127,4512623,3796453,3654426,4795735,3215167,4083962,2787820,3377307,4467264,2611553,5314662,2706690,3745827,4132140,2713596,3062409,3608652,3531108,4020560
2021-11-13T22:10,4642893,4390544,3972966,2751403,3139002,2329816,5894118,4352614,3278245,2530393,4535198,2789625,4952903,2352311,2712940,3677911,3846420,2794373,3422214,3893578,4253604,3387346,2913679,3551027,3538209,3233884,4043953,3381090,4545842,2408987,2793478,3167096,3128439,4320615,4607284
2021-11-13T22:15,3530524,5513567,3441657,3624162,4405045,3968648,4424637,2929754,4456424,4076400,4294566,2854700,4711596,5610732,3495401,4263028,4577352,4116111,4466182,4421044,2248058,4071198,2937345,2788011,4968691,2804785,5332038,4398004,3368853,2998426,3034649,3648911,5600374,3072696,4004427
2021-11-13T22:20,3699695,3714733,3018099,4334529,3099149,2976067,3113919,4397929,3959428,3623285,4216401,4383277,4832381,4216042,3052324,4868508,4922946,3927006,3846226,3443912,3469351,4075472,2574341,3164096,3648182,2580620,3505963,3753519,3915866,2426801,3414543,3007184,3717742,3391322,3579968
2021-11-13T22:25,4198182,1368349,2350983,4406898,4396357,2777702,5003151,3317805,2921116,4124701,3185813,3207842,4395970,2612555,2794986,3422566,4380675,3223548,4849949,3090834,5009521,3943794,3711574,2930489,3612341,4166136,3168939,3530779,4124384,2858516,2756416,2721316,5805174,3067786,4717763
2021-11-13T22:30,3208684,3890157,3376909,3918632,3702628,3863946,4806231,3276526,3575488,3633772,3840388,3684753,3810428,3997220,4428582,5129981,4216008,4272771,4338113,2697280,3313268,3722317,3542890,2966152,4918238,4368373,4641296,2907070,5874877,3290599,3341957,3072669,4047170,3764050,4759602
2021-11-13T22:35,4325785,3580023,3510121,4588707,4016802,3254975,4902026,3904293,4627517,3445806,3807407,3148492,4475063,3219084,4360694,2719574,3435951,4155423,4050857,2453809,4183363,5567346,3671221,2289714,3641426,4152703,3485478,3472551,3069493,3037119,4183860,4403151,4155986,3164520,4785459
2021-11-13T22:40,2305714,3392723,3135141,3812158,2083031,2552734,5047655,2981881,3413539,3158338,3676063,2455261,3662706,2743148,4575700,2430339,3405727,3652998,3293611,3651383,2933474,2962807,2926000,4126717,3185700,3883534,4874834,3448116,3602169,2691386,3679484,2938459,5108083,3070174,3389337
2021-11-13T22:45,4458567,2455989,4427849,3369868,4422333,2705527,2964457,3860897,3643589,2349963,3375371,3152142,4103036,3481782,3629783,3334225,3158313,3365932,4839105,2945746,3918762,3903157,3656969,3459145,3224216,3226175,3361465,2374048,4531007,2151585,3223056,3385583,3578186,3527044,3429063
2021-11-13T22:50,6592728,4362556,3397657,2299138,2909913,2912046,5116620,3385954,4834382,2835029,5492417,4021396,4727492,4175073,4045444,3807244,3477016,3725264,4027165,3498511,3775461,3823232,3674887,4024092,3991492,2827764,3934002,4719890,4226723,2989058,4415396,3968046,4116320,3011618,4135371
2021-11-13T22:55,4501553,3012858,2646110,3139517,3682388,4346760,2468730,5624070,3505353,3603491,3640382,3480769,3646122,3005392,3284504,3591375,4850211,2761033,4521242,3879707,3054187,3108241,3085337,3924965,3665694,3700624,4705072,3751479,4638051,2107734,5972511,3644457,3899621,4322957,3536085
2021-11-13T23:00,3295056,2921420,3890626,4368157,4103865,2896669,3007856,5071498,4619594,2635808,3030009,3101124,4603824,1970729,4196352,4402164,3293055,3260278,4030446,3119687,3097805,5156224,2369269,4154078,2538384,4073894,3360947,2708930,4249718,3512948,4010726,3192214,3801719,5285114,4673271
2021-11-13T23:05,3645828,2415542,4238144,3837244,2564704,3133011,3293904,4251151,5421159,3743284,4026311,3907258,2451166,3526094,4265859,3067996,2929042,5594821,4296274,3890651,3405481,3494046,3249251,2726486,3779355,3193578,2771774,3777925,3423841,2296017,3477413,3165467,3803537,3317942,3352020
2021-11-13T23:10,5202797,4917935,3865344,3341641,3816064,2664143,5222324,4599019,3627040,3128646,4239870,4260189,3722414,3357428,4770809,3327209,2617424,2535489,4463412,4244244,5255165,3161033,2891939,2825851,2805001,4225361,4102240,4715699,2610644,4094390,3106473,3490899,5481799,5230698,4517888
2021-11-13T23:15,3592632,2956746,3843276,2947714,3456864,2348071,4011654,3865737,4777327,3156361,3090417,2776074,2374900,2439137,3765656,2582030,4208264,2290545,3476071,4253248,2604709,3771008,4050683,2638771,3503639,3186571,3931804,2362227,2901146,3754996,4288076,2837034,3262452,3074823,4361088
2021-11-13T23:20,3239014,3143368,3497797,3606415,4959624,3557950,4324244,3940576,3705732,3227039,2930986,4615072,4859273,3793971,2782218,4853603,3879225,2595139,3235093,4108422,4248884,5486931,3707130,2784717,4592930,3359503,3440959,3580040,3244567,3502886,2627175,3718956,4383122,3801164,4491425
2021-11-13T23:25,2530201,3769922,2973104,3442095,2727378,2327810,3373217,3147481,3717407,3711098,5382292,3058864,4708521,3535274,3895882,4697285,5052869,3570730,3448381,4102720,3150368,3037877,2594302,2489841,4705818,2331145,4706145,2533439,3548866,2569096,3438493,3157759,5625962,2580920,5248948
2021-11-13T23:30,3600825,2644986,3380928,2772581,4060409,3522339,3342754,3328722,3946220,4216283,3441033,3330843,5035262,4013362,3080636,2268743,4105593,5364671,4990276,3034016,3259298,3714834,2950977,2725596,3266136,4712691,4336479,4280763,4116338,2729907,3523578,2229374,4139175,3489031,4225595
2021-11-13T23:35,3789094,3114967,3629657,3803579,3307025,2092843,5988624,5412559,4417717,3736090,4491749,2692424,3657344,4492336,3526280,3957582,4585737,3236292,4022872,4314977,3239472,3659375,2289336,4815341,3659390,4124633,3984524,1885376,3743558,2047781,4107955,3273225,2423521,3258258,3808332
2021-11-13T23:40,3344411,3997962,3475477,3244938,2873836,3174527,4883734,3612232,4679795,2812124,3613599,2879687,4474327,3769684,5276786,3597248,4074085,2206556,3953386,4404371,2614556,4723725,3811665,3800937,2402247,2580304,4651505,3391339,5161964,3184466,4543002,3437384,3154011,4210130,3929411
2021-11-13T23:45,4360761,2989032,2771170,5001939,2655219,3582758,3089642,3988123,3429546,4066098,3455008,2399893,3533376,3530393,4721668,5268799,3756756,2904961,4245828,4062997,3749271,4457682,2659572,2343421,3730899,3446300,5392294,4148169,3472198,3631604,4271057,3829029,4008199,4126694,3090887
2021-11-13T23:50,4179620,3735394,4590979,4492423,2075695,2418414,4593003,4444725,4704535,2635922,5057847,2451448,3950833,4774552,4049186,4132397,4282163,2537248,4125160,5577578,3473917,3882771,3339414,4681357,3051790,3480444,3496519,2136377,2689703,2707652,4837780,2907034,2242199,3302168,2919023
2021-11-13T23:55,5511766,3471185,3035116,3660136,3967104,3827963,3768922,3055885,3447774,2652497,3689027,3674828,4828336,2936537,4753609,3972561,3678227,3214080,3954910,4212887,3094556,4014014,3339039,1775846,3208962,3237214,5175342,3034154,4150147,3615369,4420261,2937904,3560610,4989047,3741375
2021-11-14T00:00,2607188,3220643,3205820,4502265,2854809,2907318,3683137,5127047,4874930,2685173,3181110,3519329,4553877,3068826,2816189,3353058,3240181,4580523,5575476,4221991,3384808,4425994,3946308,2506859,4502472,3559886,4128652,3878280,4431559,2960886,2828315,3001431,3382477,3435118,5324906
2021-11-14T00:05,3695974,3170879,5758291,3678529,3452726,3390572,5319656,4101186,5474193,3167524,4671924,3936189,4210159,3870637,3648566,5243687,4349179,3003545,4507755,4664325,3101478,3473855,2242231,3448931,4003198,3260046,2019935,4169490,3214287,2161190,4350526,3197002,4823919,4816057,4261814
2021-11-14T00:10,3198734,2634822,3207842,4163183,3501818,4443694,3218184,4821185,4474503,4104685,4164494,4511043,2682727,2606782,3863561,4555311,2773625,3051422,3232939,4757266,5064294,5075336,2640648,2995061,5305922,4288652,4428031,3806180,4709793,3661321,3823196,3786851,4005384,4013676,3269877
2021-11-14T00:15,4021834,3531705,3102313,4144499,4829694,2771345,4697368,5760494,4485335,3528460,1836590,2615453,4882295,3436665,3950759,5042237,5020460,4374134,3899250,3491084,3617105,5187585,4920053,2875066,3081871,2380791,4444216,3600483,5283522,1993854,4039146,2575206,5042875,4146579,3779582
2021-11-14T00:20,4297372,3096466,3115401,3802303,3726769,1760876,5426429,5060487,4320636,3184482,3410703,3496728,4269691,4481643,4104782,5001687,3172664,3645258,3804851,3754574,2627553,3859257,3263293,3508157,5173515,3742101,4322826,3196080,3506736,3699254,4538743,2242193,3302426,2598603,4852618
2021-11-14T00:25,4047077,3706283,3307242,2821094,3862375,2124292,4240327,2686565,2116134,4153933,2938532,2490594,3596219,4818556,3592639,4668585,2778030,2633575,4696960,3960426,3890001,4786197,3468442,3699192,3994003,4035071,3646728,3004704,4700557,3656301,2845750,2684601,3762674,3019601,3495327
2021-11-14T00:30,3225285,4481570,2840726,3820766,3543025,3846775,4346509,6959200,3387921,3608722,3550685,4280494,4622575,5075445,4485175,2234403,4311144,3931166,3689400,3660208,3506316,2552723,3656645,2764121,3624126,2376534,4748391,3755160,4516175,3196740,3623798,5174643,3757298,4305708,4240188
2021-11-14T00:35,3873412,3693304,2365186,2941488,4981238,3304919,4735047,3519062,4394313,4845345,3520052,2595719,3265510,4835150,3667410,4873689,5164372,4319020,4798473,4745562,2778374,4786465,3523889,3394442,5790493,4412521,5401805,3278212,4528150,1997212,3710550,5069549,4597563,3639098,3574148
2021-11-14T00:40,4265967,3901837,3460986,2922911,3121472,4065558,4310283,2850715,4619417,3010046,4987164,2996640,3543924,4296202,3694177,4998143,4584977,4128605,3607591,4098652,2833842,3833523,3770270,3398623,4256062,3413426,5596206,3290027,3447964,2827425,3926469,3520659,2813141,3073047,6066184
2021-11-14T00:45,3791863,2819371,2893323,2271388,4133012,4507865,3518529,3698485,3650442,3892793,3647675,3642264,4916530,4520287,2696546,4739818,3693044,4574393,3957990,3970682,3142405,2559327,2586672,3835947,4321553,3513173,4580520,3074756,4842897,2621062,3631347,3686018,4296010,4334738,3847814
2021-11-14T00:50,4946496,3098971,3964167,2200059,4396838,2404716,3808844,4237279,4421740,3988923,3703880,2250968,3980537,3575406,3500045,4564062,3496451,4003403,2875296,3038453,3070050,3443692,2431206,2594336,4045115,3485316,3940944,3764447,4261677,2787740,4278614,2157950,4653825,4007286,3149182
2021-11-14T00:55,3689982,3674294,3284519,4071058,3531708,2625045,5592713,3778600,4848479,2654581,3433766,3025815,3858380,4154868,3640477,3299618,4636255,4071168,3012684,4829787,2861583,3924925,2617707,3652371,4635654,2561471,4121509,2279903,3769855,3434778,3784801,2446460,3288028,3391216,5209650
2021-11-14T01:00,4606296,2814440,3262822,4860077,3401029,3344828,3417552,3127051,4212401,4198543,5288526,3690264,5903023,3732564,3640143,4984905,4300129,3584902,3810150,3766932,3634690,4137574,3335798,3724023,3646618,4241449,2906752,2664635,4402332,3103579,2977069,4408402,4182994,4847050,4620863
2021-11-14T01:05,5392426,3259316,4017458,3430500,4290602,3476666,4452453,3545087,2659779,3071924,4075553,2989638,3587736,2410294,4271676,3408595,4600572,3732307,4918022,2556590,3229765,3790479,2280278,2234870,2757551,4482064,5324185,5061769,4876018,2923301,4837165,3064717,5019069,3933509,4294135
2021-11-14T01:10,5144866,3880231,4802632,4316851,3226908,3316227,3488638,3929319,4083925,2860612,3897333,3198168,2501210,4173839,3375444,3119519,4407693,3979262,4412059,4671837,3584241,4336861,3178919,3829689,5076016,5024184,3148340,3331665,4758472,2840876,4285747,4171535,4328119,3143617,4255655
2021-11-14T01:15,5478557,2393644,2941171,3776111,4257303,2074512,5489027,3667718,3672248,3283961,2062149,3598710,4750948,4219484,1711939,2991085,2656198,4211318,3917107,3010956,3637995,4153610,3336275,2996481,5236803,3141070,5205708,4491303,4446746,3332961,3472873,3083139,4823221,4069816,3260620
2021-11-14T01:20,4381106,2735883,3138155,4172815,3582806,2745442,3442429,3062333,4394795,3432709,3706916,2741388,3098937,4911322,4178715,2954659,4212802,4049430,4563430,4594355,3106734,2860571,3548772,2065685,3416939,3341598,3926094,2841582,2559233,3838049,5224936,3945150,3508907,5382574,3535685
2021-11-14T01:25,4101540,4153676,2750641,3652138,3282625,4623018,3661878,3782649,4915047,4333005,4444776,4084679,5597473,2815803,4362924,4304901,3893954,3384194,3363177,3746092,4548688,4572434,2555113,2326958,3518649,3363464,3859596,3501147,5187893,2338641,3693572,2644101,3959605,4130258,3487953
2021-11-14T01:30,4743006,3556172,3252774,3624897,3342886,2382473,4019964,3983189,4732198,3674414,3785652,3213465,4042823,4352968,3126053,2852972,5162410,4778564,4208326,2668885,2773366,4353420,2753966,2342458,4294589,3531506,3530984,2751454,4415411,3254910,4043762,4890308,3125138,3843237,4544240
2021-11-14T01:35,3341222,3205624,2690721,5615963,2537403,2570450,5447505,2742428,2837170,3164583,3279949,4082976,3263844,2712926,3886810,3082277,3132360,4181927,4476181,4042964,2714415,4354238,3673291,2526953,5072083,3872149,6383190,3014206,3460555,3222900,5780675,2278022,4529392,4428206,3688084
2021-11-14T01:40,3005224,4871968,4965857,3932865,3839782,2221097,3598301,3366709,4492555,3042638,5834867,2385251,3924681,3128410,4538689,3151962,4177244,3085087,3802989,2979139,2700133,3894144,3136591,2652095,5457955,2745328,5908767,3870950,5030405,2562783,2649141,3962933,4484064,2589493,4225015
2021-11-14T01:45,4673607,3396594,3824023,3444513,3318876,2261387,4080215,3869130,3678918,3091944,2795453,3359074,3419704,4963414,4927810,4636761,3710572,3816991,4501257,4812820,2413285,3905645,3031659,3854293,2821944,3851687,4553508,3605742,2595502,3485511,3248303,3546397,4386152,3238543,4533322
2021-11-14T01:50,3568071,3007207,4684533,3565882,4317339,3093690,4727388,4399458,3989562,4480109,3087276,3381104,3918744,2657655,2558651,4576485,3106402,4831941,4784418,3595052,3293450,4253662,2271299,4677223,3156169,3508584,5048444,4262143,3813805,1923986,3777729,3189412,3832891,2006617,3890117
2021-11-14T01:55,3759156,1459832,4874942,3374376,3985852,2717069,4644823,3882572,3954076,3220190,2593081,3056785,4557898,3030891,2951662,4191039,3682635,3729872,5409408,3668363,4819896,5066597,3666515,3575205,4329865,2636472,5111595,3278815,3807483,3470159,3561429,2415376,4270496,3666403,3349990
2021-11-14T02:00,3351731,3822981,3384312,3505677,3324202,3226916,4338186,2876344,3731942,3189026,4683644,2415391,4741033,3111460,3244152,3266556,4509601,3266597,4674418,4374858,2596643,3470111,3560924,4332571,4269451,3382470,4918040,3860347,2784174,3355004,4213970,4230954,3743358,3189146,3489871
2021-11-14T02:05,4867245,2533042,5045376,2292496,3277212,2002318,4069388,3838054,4599757,3354576,2972075,3325769,3093495,3225720,2512761,4775341,4049546,4055637,4122761,3610094,3710556,4060196,2741117,3910536,5718525,3764322,3849717,3935060,5007608,2723835,4269619,4192515,5513146,3062700,3264812
2021-11-14T02:10,3565909,2215559,3466566,3991014,2876478,2564823,4864272,4311939,4474064,3116681,2238686,3961971,4534847,3789466,3155679,4003984,5849427,2271973,3944443,4777118,4073953,3307538,3529415,3865137,5150437,3508690,4725549,2330294,3697949,3555516,5091698,3309261,4047923,4537878,3323464
2021-11-14T02:15,5116377,2039886,3355773,3494591,4132221,2931688,5166944,3389207,3372404,4230937,3170206,3792713,4116768,4668219,3894829,4249404,4590638,3401650,3190860,2434644,5183940,4742556,3293174,3089336,4495699,3160574,3133175,2545369,3594599,3371655,3749481,4731413,4042542,3601964,4453750
2021-11-14T02:20,3410641,3305931,2915343,3088481,4010065,3285069,4367795,4246393,2707802,3620836,3250514,2639172,3764774,3896820,3467598,3867161,3343763,3021887,4422551,4348951,3628964,4284880,2388812,1005730,4936169,2881411,5783259,3307278,4684412,4225478,4159634,1715717,5513741,6106334,4384320
2021-11-14T02:25,5455089,4253830,3469711,1937339,3225095,3185534,3110610,3681961,3569297,3555436,4192614,3345585,3367784,3968450,4368353,3321675,3294008,4143460,2526563,3910023,3204214,4579613,4358856,3310360,4903107,3253609,5824387,3034365,3455231,1558244,3803583,2667338,3269254,3585206,3241647
2021-11-14T02:30,3971983,2394466,4192244,4078428,4264536,2826555,4955440,3233077,3934055,3145947,4074068,3365238,4163275,2577201,4055415,3427424,4081481,3690153,3226122,3505785,2202930,3893777,4046007,3022023,3021676,3538271,3516796,3847745,3772509,3098607,3365632,3815363,3063990,4133491,3033829
